Item_Id,Retailer_Id,Walmart_Url,Comp_Url,Match_Type,Match_Type_Comments,Notes,Super_Department,Department,Product_Type
"""102511470""","""B099XF67QB""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XF67QB?psc=1&th=1&vs=1,Incorrect Match,(Seamless Hipster)_is different in Both,Design,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099XFR2R5""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XFR2R5?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hipster model Panties) & in Comp_(Thong model Panties),Model,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099XCXBBV""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XCXBBV?psc=1&th=1&vs=1,Incorrect Match,In WM_(wm: Hipster Panties) & in Comp_(Amz: Thong),Shape,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099XCBXNF""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XCBXNF?psc=1&th=1&vs=1,Incorrect Match,Others_(WA - designed Panties AMZ- plain Panties),Design and Color,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099XDCQH7""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XDCQH7?psc=1&th=1&vs=1,Incorrect Match,Others_(Others_(Seamless Hipster Panties & Hipster & Thongl is different)),Model,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099X9W53X""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099X9W53X?psc=1&th=1&vs=1,Incorrect Match,Others_(WM has printed design and Amz has plain design),Design,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""102511470""","""B099XCP38Z""",https://www.walmart.com/ip/102511470?selected=true,https://www.amazon.com/dp/B099XCP38Z?psc=1&th=1&vs=1,Incorrect Match,In WM_((Printed design Model)_is different in Both) & in Comp_((Plain Model)_is different in Both),Model,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""103936635""","""B09B4Q7D64""",https://www.walmart.com/ip/103936635?selected=true,https://www.amazon.com/dp/B09B4Q7D64?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM_(lines design) & in Comp_(plain)),Model,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""103936635""","""B099XDGMV4""",https://www.walmart.com/ip/103936635?selected=true,https://www.amazon.com/dp/B099XDGMV4?psc=1&th=1&vs=1,Incorrect Match,Others_(WM has printed design and Amz has plain design),Design,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""9193620""","""B0F6CTSGBR""",https://www.walmart.com/ip/9193620?selected=true,https://www.amazon.com/dp/B0F6CTSGBR?psc=1&th=1&vs=1,Incorrect Match,(Front Model)_is different in Both,Model,Clothing,Womens Clothing,"Womens Bras, Panties & Lingerie"
"""21346098""","""B08J93C9LP""",https://www.walmart.com/ip/21346098?selected=true,https://www.amazon.com/dp/B08J93C9LP?psc=1&th=1&vs=1,Incorrect Match,In WM_(Cargo Pocket) & in Comp_(Jogger),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346098""","""B07S4KNCWN""",https://www.walmart.com/ip/21346098?selected=true,https://www.amazon.com/dp/B07S4KNCWN?psc=1&th=1&vs=1,Incorrect Match,(Sweatpants Model)_is different in Both,Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346101""","""B08J94ZG47""",https://www.walmart.com/ip/21346101?selected=true,https://www.amazon.com/dp/B08J94ZG47?psc=1&th=1&vs=1,Incorrect Match,In WM_(Without Knot) & in Comp_(With Knot),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346101""","""B08J8YN7GT""",https://www.walmart.com/ip/21346101?selected=true,https://www.amazon.com/dp/B08J8YN7GT?psc=1&th=1&vs=1,Incorrect Match,In WM_(Cargo pant) & in Comp_(Cargo pant with Jogger),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346101""","""B0728J9B9H""",https://www.walmart.com/ip/21346101?selected=true,https://www.amazon.com/dp/B0728J9B9H?psc=1&th=1&vs=1,Incorrect Match,In WM_(with pocket) & in Comp_(wothoupocket),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346101""","""B075JVBZV3""",https://www.walmart.com/ip/21346101?selected=true,https://www.amazon.com/dp/B075JVBZV3?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM(Without Knot) & in Comp_(With Knot)),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346101""","""B07F1FBV9Y""",https://www.walmart.com/ip/21346101?selected=true,https://www.amazon.com/dp/B07F1FBV9Y?psc=1&th=1&vs=1,Incorrect Match,"Others_((Cargo Pocket Sweatpants, & Joggers Sweatpants )_is different in Both)",Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346117""","""B08J96QCR2""",https://www.walmart.com/ip/21346117?selected=true,https://www.amazon.com/dp/B08J96QCR2?psc=1&th=1&vs=1,Incorrect Match,In WM_(cuff bottom) & in Comp_(Open Bottom),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346117""","""B08J93C7TJ""",https://www.walmart.com/ip/21346117?selected=true,https://www.amazon.com/dp/B08J93C7TJ?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM(Without Knot) & in Comp_(With Knot)),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346117""","""B07P6FXRXB""",https://www.walmart.com/ip/21346117?selected=true,https://www.amazon.com/dp/B07P6FXRXB?psc=1&th=1&vs=1,Incorrect Match,Others_((Fleece Cargo Pocket & Fleece Sweatpants)_is different in Both),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346117""","""B072LW9DFH""",https://www.walmart.com/ip/21346117?selected=true,https://www.amazon.com/dp/B072LW9DFH?psc=1&th=1&vs=1,Incorrect Match,In WM_(Pocket) & in Comp_(Side Pocket not given),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""21346117""","""B075JV9DQY""",https://www.walmart.com/ip/21346117?selected=true,https://www.amazon.com/dp/B075JV9DQY?psc=1&th=1&vs=1,Incorrect Match,In WM_(In Walmart With Pocket) & in Comp_(In competitor Without Pocket),Model,Clothing,Mens Clothing,Mens Workout Clothing
"""381102520""","""B07T7KV1BW""",https://www.walmart.com/ip/381102520?selected=true,https://www.amazon.com/dp/B07T7KV1BW?psc=1&th=1&vs=1,Incorrect Match,In WM_(Full Cushion) & in Comp_(Peak Velocity),Model,Clothing,Mens Clothing,Mens Socks
"""381102520""","""B0B5SD4KMS""",https://www.walmart.com/ip/381102520?selected=true,https://www.amazon.com/dp/B0B5SD4KMS?psc=1&th=1&vs=1,Incorrect Match,((Stripes design)_is different in Both)_is different in Both,Design,Clothing,Mens Clothing,Mens Socks
"""381102520""","""B0B5SCK3NY""",https://www.walmart.com/ip/381102520?selected=true,https://www.amazon.com/dp/B0B5SCK3NY?psc=1&th=1&vs=1,Incorrect Match,In WM_(plain design) & in Comp_(strap model),Design|Model,Clothing,Mens Clothing,Mens Socks
"""381102520""","""B0B5SD973B""",https://www.walmart.com/ip/381102520?selected=true,https://www.amazon.com/dp/B0B5SD973B?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM_( Full Cushion Low Cut) & in Comp_(Comfortable Cushion Athletic)),Model,Clothing,Mens Clothing,Mens Socks
"""381102520""","""B0B5SKVFLX""",https://www.walmart.com/ip/381102520?selected=true,https://www.amazon.com/dp/B0B5SKVFLX?psc=1&th=1&vs=1,Incorrect Match,In WM_(Others_(Socks design Plain)) & in Comp_(Others_(Socks design Stripes different)),Design,Clothing,Mens Clothing,Mens Socks
"""11980055""","""B014F9FP88""",https://www.walmart.com/ip/11980055?selected=true,https://www.amazon.com/dp/B014F9FP88?psc=1&th=1&vs=1,Incorrect Match,In WM_(Shimmering) & in Comp_(Round Diamond),Model,Jewelry,Womens Jewelry & Watches,Womens Jewelry
"""11980055""","""B002OHE0QW""",https://www.walmart.com/ip/11980055?selected=true,https://www.amazon.com/dp/B002OHE0QW?psc=1&th=1&vs=1,Incorrect Match,Others_(Yellow Gold amd White Gold),Material,Jewelry,Womens Jewelry & Watches,Womens Jewelry
"""162962628""","""B0C7LYCQSK""",https://www.walmart.com/ip/162962628?selected=true,https://www.amazon.com/dp/B0C7LYCQSK?psc=1&th=1&vs=1,Not Sure,Info not sufficient in competitor page,Model,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLMQM6Z""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLMQM6Z?psc=1&th=1&vs=1,Incorrect Match,In WM_(French Terry Hoodie) & in Comp_(French Terry Sweatshirt and Sweatpants),Model|Sets,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLL799L""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLL799L?psc=1&th=1&vs=1,Incorrect Match,In WM_(French Terry Hoodie) & in Comp_(Sweatshirt and Sweatpants),Model,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLQ5D2C""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLQ5D2C?psc=1&th=1&vs=1,Incorrect Match,(model)_is different in Both,Model|Sets,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLNKNQ1""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLNKNQ1?psc=1&th=1&vs=1,Incorrect Match,In WM_(Terry Hoodie) & in Comp_(French Terry Sweatshirt and Sweatpants),Sets,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLPSHJ7""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLPSHJ7?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants Set )),Model,Clothing,Kids Clothing,Baby Clothes
"""247916816""","""B0DGLNGN5Q""",https://www.walmart.com/ip/247916816?selected=true,https://www.amazon.com/dp/B0DGLNGN5Q?psc=1&th=1&vs=1,Incorrect Match,(wm Hoodie and com Sweatshirt and Sweatpants Set)_is different in Both,Model|Sets,Clothing,Kids Clothing,Baby Clothes
"""269552110""","""B0DGLQ5D2C""",https://www.walmart.com/ip/269552110?selected=true,https://www.amazon.com/dp/B0DGLQ5D2C?psc=1&th=1&vs=1,Incorrect Match,In WM_(Terry Hoodie) & in Comp_(Terry Sweatshirt and Sweatpants),Sets,Clothing,Kids Clothing,Baby Clothes
"""269552110""","""B0DGLL799L""",https://www.walmart.com/ip/269552110?selected=true,https://www.amazon.com/dp/B0DGLL799L?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie tee) & in Comp_(Sweatshirt and Sweatpants),Sets,Clothing,Kids Clothing,Baby Clothes
"""269552110""","""B0DGLNKNQ1""",https://www.walmart.com/ip/269552110?selected=true,https://www.amazon.com/dp/B0DGLNKNQ1?psc=1&th=1&vs=1,Incorrect Match,In WM_(2 jackets) & in Comp_(sweatshirt & pant),Sets,Clothing,Kids Clothing,Baby Clothes
"""269552110""","""B0DGLNGN5Q""",https://www.walmart.com/ip/269552110?selected=true,https://www.amazon.com/dp/B0DGLNGN5Q?psc=1&th=1&vs=1,Incorrect Match,Others_((Terry Hoodie & Sweatshirt and Sweatpants Set)_is different in Both),Sets,Clothing,Kids Clothing,Baby Clothes
"""288306915""","""B09Q3VV4CT""",https://www.walmart.com/ip/288306915?selected=true,https://www.amazon.com/dp/B09Q3VV4CT?psc=1&th=1&vs=1,Incorrect Match,In WM_(neck different) & in Comp_(stritch),Model,Clothing,Kids Clothing,Baby Clothes
"""288306915""","""B0DNJSV64L""",https://www.walmart.com/ip/288306915?selected=true,https://www.amazon.com/dp/B0DNJSV64L?psc=1&th=1&vs=1,Incorrect Match,In WM_(Graphic Bodysuit) & in Comp_(Tiger Graphic Bodysuit),Design and Color,Clothing,Kids Clothing,Baby Clothes
"""217514013""","""B07ZG7HVL4""",https://www.walmart.com/ip/217514013?selected=true,https://www.amazon.com/dp/B07ZG7HVL4?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""217514013""","""B07ZG754GQ""",https://www.walmart.com/ip/217514013?selected=true,https://www.amazon.com/dp/B07ZG754GQ?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Curvy Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""217514013""","""B07ZG74675""",https://www.walmart.com/ip/217514013?selected=true,https://www.amazon.com/dp/B07ZG74675?psc=1&th=1&vs=1,Incorrect Match,In WM_(Ankle Full Band Maternity Jeans) & in Comp_(Mid Rise Curvy Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""217514013""","""B07ZG7LKSX""",https://www.walmart.com/ip/217514013?selected=true,https://www.amazon.com/dp/B07ZG7LKSX?psc=1&th=1&vs=1,Incorrect Match,In WM_(Band Maternity Jeans) & in Comp_(skinny normal jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""409272156""","""B07ZG8CRWP""",https://www.walmart.com/ip/409272156?selected=true,https://www.amazon.com/dp/B07ZG8CRWP?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""409272156""","""B07ZG7HNVQ""",https://www.walmart.com/ip/409272156?selected=true,https://www.amazon.com/dp/B07ZG7HNVQ?psc=1&th=1&vs=1,Incorrect Match,In WM_(Band Maternity Jeans) & in Comp_(Curvy Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""414969076""","""B07ZG74WPV""",https://www.walmart.com/ip/414969076?selected=true,https://www.amazon.com/dp/B07ZG74WPV?psc=1&th=1&vs=1,Incorrect Match,In WM_(Full Band Maternity Jeans) & in Comp_(Curvy Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""414969076""","""B07ZG79PTF""",https://www.walmart.com/ip/414969076?selected=true,https://www.amazon.com/dp/B07ZG79PTF?psc=1&th=1&vs=1,Incorrect Match,In WM_((Curvy Ankle Jeans Model)_is different in Both) & in Comp_(( Curvy Skinny Jeans Jeans Model)_is different in Both),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""501162898""","""B07ZG76DYH""",https://www.walmart.com/ip/501162898?selected=true,https://www.amazon.com/dp/B07ZG76DYH?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Curvy Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""501162898""","""B07ZG8CRWP""",https://www.walmart.com/ip/501162898?selected=true,https://www.amazon.com/dp/B07ZG8CRWP?psc=1&th=1&vs=1,Incorrect Match,In WM_((Maternity Jeans model)_is different in Both) & in Comp_((Skinny Jeans model)_is different in Both),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""501162898""","""B07ZG781BT""",https://www.walmart.com/ip/501162898?selected=true,https://www.amazon.com/dp/B07ZG781BT?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""510614459""","""B07ZG7LPJG""",https://www.walmart.com/ip/510614459?selected=true,https://www.amazon.com/dp/B07ZG7LPJG?psc=1&th=1&vs=1,Incorrect Match,In WM_(Maternity Jeans) & in Comp_(Skinny Jeans),Model,Clothing,Fashion Brands,Sofia Vergara Collection
"""106624477""","""B0DGLNFYJJ""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLNFYJJ?psc=1&th=1&vs=1,Incorrect Match,(set model)_is different in Both,Sets,Clothing,Kids Clothing,Baby Clothes
"""106624477""","""B0DGLNR52Q""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLNR52Q?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants Set),Model|Sets,Clothing,Kids Clothing,Baby Clothes
"""106624477""","""B0DGLP1T7V""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLP1T7V?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants Set),Sets,Clothing,Kids Clothing,Baby Clothes
"""106624477""","""B0DGLN8BLK""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLN8BLK?psc=1&th=1&vs=1,Incorrect Match,In WM_(Zip Model) & in Comp_(Plain Model),Model,Clothing,Kids Clothing,Baby Clothes
"""106624477""","""B0DGLMSLDV""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLMSLDV?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants Set),Sets,Clothing,Kids Clothing,Baby Clothes
"""106624477""","""B0DGLN5WJZ""",https://www.walmart.com/ip/106624477?selected=true,https://www.amazon.com/dp/B0DGLN5WJZ?psc=1&th=1&vs=1,Incorrect Match,In WM_(Terry Hoodie) & in Comp_(Terry Sweatshirt and Sweatpants),Sets,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLMM5NS""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLMM5NS?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants),Model,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLMPQ6T""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLMPQ6T?psc=1&th=1&vs=1,Incorrect Match,In WM_(Hoodie) & in Comp_(Sweatshirt and Sweatpants Set),Model,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLP3VJY""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLP3VJY?psc=1&th=1&vs=1,Incorrect Match,"In WM_(Hoodie, 2-Pack,) & in Comp_(Sweatshirt and Sweatpants Set)",Model,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLNHQJT""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLNHQJT?psc=1&th=1&vs=1,Incorrect Match,In WM_(2 Hoodie) & in Comp_(Sweatshirt and Sweatpants),Sets,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLMWJXL""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLMWJXL?psc=1&th=1&vs=1,Incorrect Match,"(sets are different in both (Hoodie,Sweatshirt and Sweatpants Set))_is different in Both",Design and Color|Model|Sets,Clothing,Kids Clothing,Baby Clothes
"""170657798""","""B0DGLQF88H""",https://www.walmart.com/ip/170657798?selected=true,https://www.amazon.com/dp/B0DGLQF88H?psc=1&th=1&vs=1,Incorrect Match,"In WM_(Sweatshirt and Sweatpants Set,) & in Comp_(French Terry Hoodie,)",Model|Product type|Sets,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B0C78WR32G""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B0C78WR32G?psc=1&th=1&vs=1,Not Sure,Info not sufficient in competitor page,Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B09V238WRL""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B09V238WRL?psc=1&th=1&vs=1,Incorrect Match,Others_((Boy Jersey Jogger & Cotton Stretch Jersey)_is different in Both),Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B0BL1CGFZK""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B0BL1CGFZK?psc=1&th=1&vs=1,Incorrect Match,In WM_(without knot) & in Comp_(with knot),Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B09X7M7T2Q""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B09X7M7T2Q?psc=1&th=1&vs=1,Incorrect Match,In WM_(without knot) & in Comp_(with knot),Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B09V24H4D3""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B09V24H4D3?psc=1&th=1&vs=1,Incorrect Match,In WM_(without lace) & in Comp_(with lace),Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B09V2373CP""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B09V2373CP?psc=1&th=1&vs=1,Incorrect Match,Others_(In WM(elastic model) & in Comp_(Lace model)),Model,Clothing,Kids Clothing,Baby Clothes
"""188382164""","""B09V22Z5J1""",https://www.walmart.com/ip/188382164?selected=true,https://www.amazon.com/dp/B09V22Z5J1?psc=1&th=1&vs=1,Incorrect Match,In WM_(without drosting) & in Comp_(with drosting),Model,Clothing,Kids Clothing,Baby Clothes
"""5930068695""","""B00CADH562""",https://www.walmart.com/ip/5930068695?selected=true,https://www.amazon.com/dp/B00CADH562?psc=1&th=1&vs=1,Incorrect Match,"In WM_(Joggers pant) & in Comp_(4-Way Stretch Wrinkle Resistant Cargo Scrub Pant,)",Model,Clothing,Scrubs,Scrubs
"""5930068717""","""B09R17CV4V""",https://www.walmart.com/ip/5930068717?selected=true,https://www.amazon.com/dp/B09R17CV4V?psc=1&th=1&vs=1,Incorrect Match,In WM_(multiple pockets) & in Comp_(single pocket),Model,Clothing,Scrubs,Scrubs
"""5930068719""","""B09R17KQDR""",https://www.walmart.com/ip/5930068719?selected=true,https://www.amazon.com/dp/B09R17KQDR?psc=1&th=1&vs=1,Incorrect Match,(pockets model)_is different in Both,Model,Clothing,Scrubs,Scrubs
"""5930068719""","""B09R16S9B2""",https://www.walmart.com/ip/5930068719?selected=true,https://www.amazon.com/dp/B09R16S9B2?psc=1&th=1&vs=1,Incorrect Match,Others_((neck & pocket model)_is different in Both),Model,Clothing,Scrubs,Scrubs
"""5930603857""","""B09R168C4X""",https://www.walmart.com/ip/5930603857?selected=true,https://www.amazon.com/dp/B09R168C4X?psc=1&th=1&vs=1,Incorrect Match,((Pocket shape )_is different in Both)_is different in Both,Model,Clothing,Scrubs,Scrubs
"""5930603857""","""B09R16H8V3""",https://www.walmart.com/ip/5930603857?selected=true,https://www.amazon.com/dp/B09R16H8V3?psc=1&th=1&vs=1,Incorrect Match,In WM_(multiple pockets model) & in Comp_(single pocketsmodel),Model,Clothing,Scrubs,Scrubs
"""6014061741""","""B09R1643KB""",https://www.walmart.com/ip/6014061741?selected=true,https://www.amazon.com/dp/B09R1643KB?psc=1&th=1&vs=1,Incorrect Match,Others_(Others_(both side pocket & neck model different)),Model,Clothing,Scrubs,Scrubs
"""688856198""","""B0FDSJPZ92""",https://www.walmart.com/ip/688856198?selected=true,https://www.amazon.com/dp/B0FDSJPZ92?psc=1&th=1&vs=1,Incorrect Match,(Tights model different)_is different in Both,Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""688856198""","""B0FDS2C7JR""",https://www.walmart.com/ip/688856198?selected=true,https://www.amazon.com/dp/B0FDS2C7JR?psc=1&th=1&vs=1,Incorrect Match,In WM_(wm: foot covered Tights) & in Comp_(Amz: footless Tights),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""688856198""","""B0FDSG7YQQ""",https://www.walmart.com/ip/688856198?selected=true,https://www.amazon.com/dp/B0FDSG7YQQ?psc=1&th=1&vs=1,Incorrect Match,"(wm-Full Length Tights, amz- Footless Tights)_is different in Both",Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""688856198""","""B08CW5T5GG""",https://www.walmart.com/ip/688856198?selected=true,https://www.amazon.com/dp/B08CW5T5GG?psc=1&th=1&vs=1,Incorrect Match,In WM_(60 denier) & in Comp_(20 Denier),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""705244738""","""B0FDSJPZ92""",https://www.walmart.com/ip/705244738?selected=true,https://www.amazon.com/dp/B0FDSJPZ92?psc=1&th=1&vs=1,Incorrect Match,In WM_(Panty) & in Comp_(leggings),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""705244738""","""B07VD3V6K1""",https://www.walmart.com/ip/705244738?selected=true,https://www.amazon.com/dp/B07VD3V6K1?psc=1&th=1&vs=1,Incorrect Match,Others_((Opaque Control Top Tights & Basic 400D Tights)_is different in Both),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""705244738""","""B0FDS2C7JR""",https://www.walmart.com/ip/705244738?selected=true,https://www.amazon.com/dp/B0FDS2C7JR?psc=1&th=1&vs=1,Incorrect Match,In WM_(Opaque Control Top Tights) & in Comp_(Opaque Footless),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
"""705244738""","""B0FDRZ2ZS9""",https://www.walmart.com/ip/705244738?selected=true,https://www.amazon.com/dp/B0FDRZ2ZS9?psc=1&th=1&vs=1,Incorrect Match,In WM_(Top Tights) & in Comp_(Footless Tights),Model,Clothing,Womens Clothing,"Womens Socks, Hosiery & Tights"
